ts,pair,long_venue,long_symbol,long_bid,long_ask,short_venue,short_symbol,short_bid,short_ask,entry_edge_bps,position_qty,long_avg_entry,short_avg_entry
2026-05-07T15:53:43.967365Z,COIN_ext_vs_grvt,extended,COIN_24_5-USD,194.33000000,194.55000000,grvt,COIN_USDT_Perp,194.28000000,194.36000000,-26.3782,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:43.967365Z,COIN_grvt_vs_ext,grvt,COIN_USDT_Perp,194.28000000,194.36000000,extended,COIN_24_5-USD,194.33000000,194.55000000,-14.0435,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:43.967365Z,PLTR_ext_vs_grvt,extended,PLTR_24_5-USD,139.32000000,139.46000000,grvt,PLTR_USDT_Perp,139.23000000,139.32000000,-28.9922,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:43.967365Z,PLTR_grvt_vs_ext,grvt,PLTR_USDT_Perp,139.23000000,139.32000000,extended,PLTR_24_5-USD,139.32000000,139.46000000,-12.5000,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:43.967365Z,MSTR_ext_vs_grvt,extended,MSTR_24_5-USD,179.60000000,179.74000000,grvt,MSTR_USDT_Perp,179.76000000,179.87000000,-11.3873,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:43.967365Z,MSTR_grvt_vs_ext,grvt,MSTR_USDT_Perp,179.76000000,179.87000000,extended,MSTR_24_5-USD,179.60000000,179.74000000,-27.5108,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:48.975722Z,MSFT_ext_vs_grvt,extended,MSFT_24_5-USD,425.75000000,426.01000000,grvt,MSFT_USDT_Perp,425.75000000,425.98000000,-18.6031,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:48.975722Z,MSFT_grvt_vs_ext,grvt,MSFT_USDT_Perp,425.75000000,425.98000000,extended,MSFT_24_5-USD,425.75000000,426.01000000,-17.8993,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:48.975722Z,AAPL_ext_vs_grvt,extended,AAPL_24_5-USD,288.98000000,289.24000000,grvt,AAPL_USDT_Perp,289.42000000,289.43000000,-6.2768,0.00000000,0.00000000,0.00000000
2026-05-07T15:53:48.975722Z,AAPL_grvt_vs_ext,grvt,AAPL_USDT_Perp,289.42000000,289.43000000,extended,AAPL_24_5-USD,288.98000000,289.24000000,-28.0478,0.00000000,0.00000000,0.00000000
